Log ID,Date,Lifecycle Type,Category,Vegetable / Crop,Variety,Bed / Row,Quantity,Weight (lbs),Notes,Plant ID,GPS Latitude,GPS Longitude
205,2015-03-30,sow,Greens,Swiss Chard,Bright Lights,,256,0,,60,43.18397890000000,-77.35540170000000
207,2015-04-04,sow,Kale,Green Kale,Vates,,256,0,,21,43.18397890000000,-77.35540170000000
209,2015-04-04,sow,Tomatoes,Slicer Tomatoes,Celebrity,,200,0,,66,43.18397890000000,-77.35540170000000
210,2015-04-04,sow,Tomatoes,Slicer Tomatoes,Mountain Fresh Plus,,200,0,,142,43.18397890000000,-77.35540170000000
211,2015-04-07,sow,Lettuce,Green Leaf,Two Star,GH-Lettuce,250,0,,2,43.18397890000000,-77.35540170000000
212,2015-04-07,sow,Lettuce,Red Leaf,Vulcan,GH-Lettuce,250,0,,5,43.18397890000000,-77.35540170000000
213,2015-04-07,sow,Lettuce,Romaine,Green Forest,GH-Lettuce,250,0,,10,43.18397890000000,-77.35540170000000
214,2015-04-07,sow,Lettuce,Mini Romaine,Breen,GH-Lettuce,250,0,,9,43.18397890000000,-77.35540170000000
215,2015-04-07,sow,Lettuce,Mini Romaine,Dragoon,GH-Lettuce,250,0,,8,43.18397890000000,-77.35540170000000
216,2015-04-07,sow,Lettuce,Salanova,Premier Collection,GH-Lettuce,200,0,,1,43.18397890000000,-77.35540170000000
217,2015-04-07,sow,Leeks,Leeks,Lexton,,1000,0,,31,43.19367380000000,-77.37061240000000
218,2015-04-07,sow,Lettuce,Romaine,Cosmo,,200,0,,135,43.19312990000000,-77.37061150000000
224,2015-04-17,sow,Lettuce,Romaine,Coastal Star,GH-Lettuce,400,0,,11,43.19302760000000,-77.37054530000000
219,2015-04-19,sow,Beets,Red Beets,Boro,,1000,0,,25,43.18397890000000,-77.35540170000000
220,2015-04-19,sow,Beets,Golden Beets,Touchstone,,1000,0,,26,43.18397890000000,-77.35540170000000
221,2015-04-19,sow,Kale,Red Kale,Red Russian,,256,0,,22,43.18397890000000,-77.35540170000000
222,2015-04-23,sow,Lettuce,Green Leaf,Two Star,GH-Lettuce,250,0,,2,43.19302300000000,-77.37053139999999
223,2015-04-23,sow,Lettuce,Red Leaf,Vulcan,GH-Lettuce,250,0,,5,43.19301930000000,-77.37053650000000
225,2015-04-23,sow,Lettuce,Salanova,Premier Collection,GH-Lettuce,200,0,,1,43.19304060000000,-77.37060660000000
226,2015-04-26,plant,Greens,Asian Greens,Win Win,CO1,109,0,,63,43.19310740000000,-77.37054130000000
227,2015-04-26,plant,Potatoes,Red Potatoes,Norlands,PO1,0,25,,36,43.18397890000000,-77.35540170000000
228,2015-04-26,plant,Potatoes,Red Potatoes,Norlands,PO2,0,25,,36,43.18397890000000,-77.35540170000000
229,2015-04-26,plant,Potatoes,Red Potatoes,Norlands,PO3,0,25,,36,43.18397890000000,-77.35540170000000
230,2015-04-26,plant,Potatoes,Red Potatoes,Norlands,PO4,0,25,,36,43.18397890000000,-77.35540170000000
231,2015-04-26,plant,Potatoes,Russet Potatoes,Russet Burbank,PO5,0,21,,38,43.18397890000000,-77.35540170000000
232,2015-04-26,plant,Potatoes,Russet Potatoes,Russet Burbank,PO6,0,21,,38,43.18397890000000,-77.35540170000000
233,2015-04-26,plant,Potatoes,Russet Potatoes,Russet Burbank,PO7,0,21,,38,43.18397890000000,-77.35540170000000
234,2015-04-26,plant,Potatoes,Russet Potatoes,Russet Burbank,PO8,0,21,,38,43.18397890000000,-77.35540170000000
235,2015-04-26,plant,Potatoes,White Potatoes,Kennebec,PO9,0,22,,37,43.18397890000000,-77.35540170000000
236,2015-04-26,plant,Potatoes,White Potatoes,Kennebec,PO10,0,22,,37,43.18397890000000,-77.35540170000000
237,2015-04-26,plant,Potatoes,White Potatoes,Kennebec,PO11,0,22,,37,43.18397890000000,-77.35540170000000
238,2015-04-26,plant,Potatoes,White Potatoes,Kennebec,PO12,0,22,,37,43.18397890000000,-77.35540170000000
239,2015-04-26,plant,Potatoes,Purple Potatoes,Purple Majesty,PO13,0,23,,39,43.18397890000000,-77.35540170000000
240,2015-04-26,plant,Potatoes,Purple Potatoes,Purple Majesty,PO14,0,23,,39,43.18397890000000,-77.35540170000000
241,2015-04-26,plant,Greens,Asian Greens,Win Win,CO2,24,0,Black flea bettle issues; need to be covered immediately next year to give them a good chance,63,43.18397890000000,-77.35540170000000
243,2015-04-27,sow,Melons,Cantaloupe,Athena,,250,0,,124,43.19355700000000,-77.37035130000000
244,2015-04-27,sow,Melons,Specialty Melons,Natal Canary,,50,0,,130,43.19309760000000,-77.37051960000000
245,2015-04-27,sow,Melons,Watermelons,Solitare,,100,0,,57,43.19305360000000,-77.37050570000000
256,2015-04-27,plant,Broccoli,Broccoli,Blue Wind,CO3,103,0,,17,43.18848280000000,-77.36499520000000
257,2015-04-27,plant,Broccoli,Broccoli,Blue Wind,CO4,101,0,,17,43.18840830000000,-77.36522420000000
258,2015-04-27,plant,Broccoli,Broccoli,Blue Wind,CO2,84,0,,17,43.18839850000000,-77.36522350000000
259,2015-04-27,plant,Broccoli,Broccoli,Blue Wind,CO5,10,0,,17,43.18838510000000,-77.36525200000000
260,2015-04-27,plant,Broccoli,Broccoli,Belstar,CO5,85,0,,16,43.18843260000000,-77.36527170000000
246,2015-04-28,plant,Broccoli,Broccoli,Belstar,CO7,102,0,,16,43.18833870000000,-77.36495930000000
250,2015-04-28,plant,Broccoli,Broccoli,Belstar,CO8,102,0,,16,43.18837114581958,-77.36527071415560
251,2015-04-28,plant,Broccoli,Broccoli,Belstar,CO9,69,0,,16,43.18803790000000,-77.36477330000000
252,2015-04-28,plant,Cauliflower,Cauliflower,Janvel,CO9,36,0,,115,43.18837020000000,-77.36509420000000
253,2015-04-28,plant,Cauliflower,Cauliflower,Janvel,CO10,110,0,,115,43.18835880000000,-77.36512640000000
254,2015-04-28,plant,Cauliflower,Cauliflower,Janvel,CO11,113,0,,115,43.18834700000000,-77.36515010000000
255,2015-04-28,plant,Cauliflower,Cauliflower,Janvel,CO12,85,0,,115,43.18833580000000,-77.36514370000000
261,2015-04-28,plant,Broccoli,Broccoli,Belstar,CO6,102,0,,16,43.18841690000000,-77.36523820000000
262,2015-04-28,sow,Cucumbers,Specialty Cuke,Lemon,,50,0,,54,43.19308130000000,-77.37042160000000
263,2015-04-28,sow,Cucumbers,Slicer Cuke,Marketmore 97,,160,0,,52,43.19307420000000,-77.37038670000000
264,2015-04-28,sow,Cucumbers,Mini Cuke,Picolino,,50,0,,50,43.19309020000000,-77.37044970000000
265,2015-04-28,sow,Cucumbers,Slicer Cuke,SV4719CS,,200,0,,51,43.19308320000000,-77.37040620000000
266,2015-04-29,plant,Lettuce,Green Leaf,Two Star,LT1,182,0,,2,43.20484880000000,-77.45614230000000
267,2015-04-29,plant,Lettuce,Red Leaf,Vulcan,LT1,199,0,,5,43.20490610000000,-77.45605580000000
268,2015-04-29,sow,Squash,Summer Squash,Multipik,,100,0,,49,43.19302030000000,-77.37052820000000
269,2015-04-29,sow,Squash,Zucchini,Elite,,100,0,,47,43.19302300000000,-77.37052750000000
270,2015-04-29,sow,Squash,Zucchini,Spineless Perfection,,100,0,,48,43.19302290000000,-77.37053050000000
272,2015-04-30,plant,Lettuce,Romaine,Green Forest,LT1,87,0,,10,43.18791550000000,-77.36460480000000
273,2015-04-30,plant,Lettuce,Romaine,Cosmo,LT1,172,0,,135,43.18801100000000,-77.36452170000000
274,2015-04-30,plant,Lettuce,Salanova,Premier Collection,LT2,182,0,,1,43.18803790000000,-77.36477330000000
275,2015-04-30,plant,Cabbage,Red Cabbage,Red Express,CO12,25,0,,129,43.19737770000000,-77.38579030000000
276,2015-04-30,plant,Cabbage,Red Cabbage,Red Express,CO13,78,0,,129,43.19737770000000,-77.38579030000000
277,2015-04-30,plant,Cabbage,Green Cabbage,Farao,CO13,29,0,,128,43.19737770000000,-77.38579030000000
278,2015-04-30,plant,Cabbage,Green Cabbage,Farao,CO14,79,0,,128,43.19737770000000,-77.38579030000000
279,2015-04-30,plant,Lettuce,Mini Romaine,Dragoon,LT2,183,0,,8,43.19737770000000,-77.38579030000000
280,2015-04-30,plant,Lettuce,Mini Romaine,Breen,LT2,207,0,,9,43.19737770000000,-77.38579030000000
281,2015-05-01,sow,Kale,Red Kale,Red Russian,,256,0,,22,43.18397890000000,-77.35540170000000
282,2015-05-02,plant,Greens,Swiss Chard,Bright Lights,CV1,174,0,,60,43.20224750000000,-77.40406440000000
283,2015-05-02,plant,Greens,Swiss Chard,Bright Lights,CV2,23,0,,60,43.20224750000000,-77.40406440000000
284,2015-05-02,plant,Beets,Red Beets,Boro,BT2,696,0,,25,43.20224750000000,-77.40406440000000
286,2015-05-03,plant,Beets,Red Beets,Boro,BT1,20,0,,25,43.18885870000000,-77.35540170000000
287,2015-05-03,plant,Beets,Golden Beets,Touchstone,BT1,651,0,,26,43.18885870000000,-77.35540170000000
289,2015-05-04,plant,Kale,Green Kale,Vates,CV2,150,0,,21,43.18397890000000,-77.35540170000000
290,2015-05-04,plant,Kale,Green Kale,Vates,CO15,82,0,,21,43.18397890000000,-77.35540170000000
291,2015-05-04,plant,Kale,Toscano Kale,Toscano,CO15,91,0,,23,43.18397890000000,-77.35540170000000
292,2015-05-04,plant,Kale,Toscano Kale,Toscano,CO16,139,0,,23,43.18397890000000,-77.35540170000000
293,2015-05-07,sow,Lettuce,Red Leaf,New Red Fire,,250,0,,76,43.19297770000000,-77.37055140000001
294,2015-05-07,sow,Lettuce,Green Leaf,Tropicana,,250,0,,3,43.19300500000000,-77.37049250000000
295,2015-05-07,sow,Lettuce,Mini Romaine,Dragoon,,250,0,,8,43.19298010000000,-77.37054719999999
296,2015-05-07,sow,Lettuce,Mini Romaine,Breen,,250,0,,9,43.19300280000000,-77.37047770000000
297,2015-05-07,sow,Lettuce,Romaine,Helvius,,250,0,,12,43.19298010000000,-77.37054719999999
298,2015-05-07,sow,Lettuce,Salanova,Premier Collection,,200,0,,1,43.19298080000000,-77.37055010000000
299,2015-05-08,plant,Tomatoes,Cherry Tomatoes,Esterina,TM1,76,0,,68,43.18803790000000,-77.36477330000000
300,2015-05-08,plant,Tomatoes,Plum Tomatoes,San Marzano,TM2,34,0,,137,43.18803790000000,-77.36477330000000
301,2015-05-08,plant,Tomatoes,Specialty Tomatoes,Indigo Kumquat,TM2,17,0,,140,43.18803790000000,-77.36477330000000
302,2015-05-08,plant,Tomatoes,Specialty Tomatoes,Indigo Rose,TM2,21,0,,139,43.18803790000000,-77.36477330000000
303,2015-05-08,plant,Tomatoes,Cherry Tomatoes,Sakura,TM3,86,0,,67,43.19191730000000,-77.36596690000000
304,2015-05-08,plant,Tomatoes,Slicer Tomatoes,Mountain Fresh Plus,TM4,96,0,,142,43.19191690000000,-77.36596770000000
305,2015-05-08,plant,Tomatoes,Slicer Tomatoes,Mountain Fresh Plus,TM5,94,0,,142,43.18803790000000,-77.36477330000000
306,2015-05-08,plant,Tomatoes,Cherry Tomatoes,Sakura,TM2,7,0,,67,43.19191850000000,-77.36595820000000
444,2015-05-09,plant,Radishes,Radishes,Celesta,RT1,1000,0,,35,43.16641850000000,-77.35163349999999
466,2015-05-09,plant,Carrots,Orange Carrots,Jeannette,CT1,2500,0,Precision seeded,27,43.18839207683708,-77.36601769924164
836,2015-05-09,plant,Onions,Bunching Onions,Pride,BO1,1500,0,,34,43.18397890000000,-77.35540170000000
307,2015-05-10,plant,Tomatoes,Slicer Tomatoes,Mountain Fresh Plus,TM6,96,0,,142,43.18803790000000,-77.36477330000000
308,2015-05-10,plant,Tomatoes,Slicer Tomatoes,Mountain Fresh Plus,TM7,44,0,,142,43.18803790000000,-77.36477330000000
309,2015-05-10,plant,Tomatoes,Slicer Tomatoes,Defiant,TM7,59,0,,64,43.18803790000000,-77.36477330000000
310,2015-05-10,plant,Tomatoes,Slicer Tomatoes,Defiant,TM8,105,0,,64,43.18803790000000,-77.36477330000000
311,2015-05-10,plant,Tomatoes,Slicer Tomatoes,Defiant,TM9,82,0,,64,43.18803790000000,-77.36477330000000
312,2015-05-10,plant,Tomatoes,Slicer Tomatoes,Celebrity,TM9,9,0,,66,43.18803790000000,-77.36477330000000
314,2015-05-10,plant,Tomatoes,Slicer Tomatoes,Celebrity,TM10,106,0,,66,43.18438870000000,-77.35540170000000
315,2015-05-10,plant,Tomatoes,Slicer Tomatoes,Celebrity,TM11,107,0,,66,43.18438870000000,-77.35540170000000
316,2015-05-10,plant,Tomatoes,Slicer Tomatoes,Celebrity,TM12,68,0,,66,43.18438870000000,-77.35540170000000
317,2015-05-11,plant,Onions,Yellow Onions,Cortland,ON1,378,0,,33,43.19775060000000,-77.34716960000000
318,2015-05-11,plant,Onions,Sweet Onions,Walla Walla,ON1,329,0,,32,43.19775060000000,-77.34716960000000
319,2015-05-11,plant,Onions,Red Onions,Red Wing,ON1,150,0,,138,43.19774560000000,-77.34712480000000
320,2015-05-12,plant,Onions,Red Onions,Red Wing,ON1,372,0,,138,43.18798330000000,-77.35540170000000
321,2015-05-12,plant,Onions,Red Onions,Red Wing,ON2,284,0,,138,43.18803790000000,-77.36477330000000
322,2015-05-12,plant,Onions,Yellow Onions,Cortland,ON2,159,0,,33,43.18798330000000,-77.35540170000000
323,2015-05-12,plant,Onions,Sweet Onions,Walla Walla,ON2,161,0,,32,43.18798330000000,-77.35540170000000
324,2015-05-12,sow,Squash,Winter Squash,Butterscotch PMR,,250,0,,125,43.19280680000000,-77.35540170000000
325,2015-05-12,sow,Squash,Winter Squash,Sugarbush,,250,0,,132,43.19280680000000,-77.35540170000000
326,2015-05-12,sow,Squash,Winter Squash,Delicata JS,,250,0,,133,43.19280680000000,-77.35540170000000
327,2015-05-12,sow,Squash,Winter Squash,Spaghetti Squash,,120,0,,134,43.19280680000000,-77.35540170000000
328,2015-05-14,plant,Leeks,Leeks,Pandora,ON2,639,0,,30,43.18397890000000,-77.35540170000000
329,2015-05-14,plant,Leeks,Leeks,Pandora,ON3,314,0,,30,43.18397890000000,-77.35540170000000
330,2015-05-14,plant,Onions,Sweet Onions,Walla Walla,ON3,162,0,,32,43.18397890000000,-77.35540170000000
331,2015-05-16,plant,Onions,Sweet Onions,Walla Walla,ON3,369,0,,32,43.18803790000000,-77.36477330000000
332,2015-05-16,plant,Onions,Yellow Onions,Cortland,ON3,438,0,,33,43.18803790000000,-77.36477330000000
333,2015-05-16,plant,Lettuce,Green Leaf,Two Star,LT3,220,0,,2,43.18803790000000,-77.36477330000000
334,2015-05-16,plant,Lettuce,Red Leaf,Vulcan,LT3,240,0,,5,43.18803790000000,-77.36477330000000
335,2015-05-16,plant,Lettuce,Romaine,Coastal Star,LT4,158,0,,11,43.18803790000000,-77.36477330000000
336,2015-05-16,plant,Lettuce,Romaine,Coastal Star,LT3,160,0,,11,43.18803790000000,-77.36477330000000
337,2015-05-16,plant,Lettuce,Romaine,Coastal Star,LT2,59,0,,11,43.18803790000000,-77.36477330000000
338,2015-05-16,plant,Cucumbers,Slicer Cuke,SV4719CS,CU1,200,0,,51,43.18397890000000,-77.35540170000000
339,2015-05-16,plant,Squash,Zucchini,Elite,SQ1,100,0,,47,43.18397890000000,-77.35540170000000
340,2015-05-16,plant,Squash,Zucchini,Spineless Perfection,SQ2,96,0,,48,43.18397890000000,-77.35540170000000
341,2015-05-16,plant,Squash,Summer Squash,Multipik,SQ3,96,0,,49,43.18397890000000,-77.35540170000000
342,2015-05-16,plant,Lettuce,Salanova,Premier Collection,LT4,194,0,,1,43.18397890000000,-77.35540170000000
343,2015-05-16,sow,Pumpkins,Pumpkins,OSC 8878,,200,0,,166,43.19299670000000,-77.37047030000000
344,2015-05-16,sow,Pumpkins,Pumpkins,OSC 8880,,200,0,,165,43.19302940000000,-77.37028420000000
345,2015-05-16,sow,Tomatoes,Slicer Tomatoes,Sunbrite,,50,0,,167,43.19302810000001,-77.37026759999999
346,2015-05-17,plant,Cucumbers,Slicer Cuke,Marketmore 97,CU1,32,0,,52,43.18397890000000,-77.35540170000000
347,2015-05-17,plant,Cucumbers,Slicer Cuke,Marketmore 97,CU2,100,0,,52,43.18397890000000,-77.35540170000000
348,2015-05-17,plant,Cucumbers,Mini Cuke,Picolino,CU2,44,0,,50,43.18397890000000,-77.35540170000000
349,2015-05-17,plant,Cucumbers,Specialty Cuke,Lemon,CU2,46,0,,54,43.18397890000000,-77.35540170000000
350,2015-05-18,plant,Onions,Sweet Onions,Walla Walla,ON4,690,0,,32,43.18803790000000,-77.36477330000000
351,2015-05-18,plant,Onions,Red Onions,Red Wing,ON4,361,0,,138,43.18803790000000,-77.36477330000000
352,2015-05-18,plant,Onions,Yellow Onions,Cortland,ON4,270,0,,33,43.18803790000000,-77.36477330000000
353,2015-05-18,plant,Onions,Yellow Onions,Cortland,ON5,179,0,,33,43.18803790000000,-77.36477330000000
354,2015-05-18,plant,Leeks,Leeks,Pandora,ON5,331,0,,30,43.19302910000000,-77.37039709999999
355,2015-05-18,plant,Leeks,Leeks,Lexton,ON5,165,0,,31,43.19303810000000,-77.37047040000000
356,2015-05-18,harvest,Lettuce,Salanova,Premier Collection,LT2,24,0,,1,43.19303860000000,-77.37046330000000
357,2015-05-19,plant,Leeks,Leeks,Pandora,ON5,160,0,,30,43.18803790000000,-77.36477330000000
358,2015-05-19,plant,Melons,Specialty Melons,Natal Canary,M3,23,0,,130,43.18803790000000,-77.36477330000000
360,2015-05-19,plant,Melons,Watermelons,Solitare,M3,34,0,,57,43.18803790000000,-77.36477330000000
361,2015-05-19,plant,Melons,Watermelons,Solitare,M4,5,0,,57,43.18803790000000,-77.36477330000000
362,2015-05-19,plant,Melons,Cantaloupe,Athena,M2,58,0,,124,43.18987020000000,-77.36621470000000
363,2015-05-19,plant,Melons,Cantaloupe,Athena,M1,59,0,,124,43.18988870000000,-77.36625020000000
364,2015-05-19,plant,Kale,Red Kale,Red Russian,CO16,30,0,,22,43.18823150000000,-77.36519790000000
365,2015-05-19,plant,Kale,Red Kale,Red Russian,CO17,150,0,,22,43.18820870000000,-77.36518960000000
366,2015-05-20,plant,Beans,Green Beans,Provider,BN1,1700,0,hand planted 2 1.75 rows 65 ft long ,70,43.18398840000000,-77.35598499999999
367,2015-05-20,plant,Beans,Yellow Beans,Rocdor,BN2,1000,0, Hand planted 1.2 rows 65 ft long,71,43.18398840000000,-77.35598499999999
368,2015-05-21,sow,Lettuce,Red Leaf,New Red Fire,,256,0,,76,43.18398840000000,-77.35598499999999
369,2015-05-21,sow,Lettuce,Green Leaf,Tropicana,,250,0,,3,43.18398840000000,-77.35598499999999
370,2015-05-21,sow,Lettuce,Romaine,Coastal Star,,250,0,,11,43.18398840000000,-77.35598499999999
371,2015-05-21,sow,Lettuce,Salanova,Premier Collection,,200,0,,1,43.18398840000000,-77.35598499999999
372,2015-05-23,plant,Eggplant,Purple Eggplant,Classic,P1,269,0,,56,43.18816160000000,-77.36498640000000
373,2015-05-23,plant,Peppers,Mini Peppers,Lunchbox,P1,63,0,,136,43.18826860000000,-77.36469200000000
374,2015-05-23,plant,Peppers,Mini Peppers,Lunchbox,P2,28,0,,136,43.18812670000000,-77.36460440000000
375,2015-05-23,plant,Peppers,Bell Peppers,X3R Red Knight,P2,89,0,,42,43.18810200000000,-77.36458580000000
376,2015-05-23,plant,Peppers,Bell Peppers,Gourmet,P2,98,0,,41,43.18816180000000,-77.36473020000000
377,2015-05-23,plant,Peppers,Bell Peppers,Carmen,P2,104,0,,44,43.18803790000000,-77.36477330000000
378,2015-05-23,plant,Peppers,Hot Peppers,Cheyenne,P3,42,0,,46,43.18820250000000,-77.36461630000000
379,2015-05-23,plant,Peppers,Hot Peppers,Jalafuego,P3,56,0,,45,43.18820190000000,-77.36460310000000
380,2015-05-23,plant,Peppers,Bell Peppers,Olympus,P3,246,0,,40,43.18826080000000,-77.36477510000000
381,2015-05-23,plant,Peppers,Bell Peppers,Olympus,P4,218,0,,40,43.18825960000000,-77.36478630000000
454,2015-05-23,shrink,Cabbage,Green Cabbage,Farao,CO14,79,0,Low temp of 26 degrees,128,43.16641850000000,-77.35163349999999
455,2015-05-23,shrink,Cabbage,Green Cabbage,Farao,CO13,29,0,Low temp of 26,128,43.16641850000000,-77.35163349999999
457,2015-05-23,shrink,Cabbage,Red Cabbage,Red Express,CO13,78,0,Low temp of 26,129,43.16641850000000,-77.35163349999999
458,2015-05-23,shrink,Cabbage,Red Cabbage,Red Express,CO12,25,0,Low temp of 26,129,43.16641850000000,-77.35163349999999
459,2015-05-23,shrink,Cauliflower,Cauliflower,Janvel,CO12,85,0,Low temp of 26,115,43.16641850000000,-77.35163349999999
460,2015-05-23,shrink,Cauliflower,Cauliflower,Janvel,CO11,113,0,Low temp of 26,115,43.16641850000000,-77.35163349999999
461,2015-05-23,shrink,Cauliflower,Cauliflower,Janvel,CO10,110,0,Low temp of 26,115,43.16641850000000,-77.35163349999999
462,2015-05-23,shrink,Cauliflower,Cauliflower,Janvel,CO9,36,0,Low temp of 26,115,43.16641850000000,-77.35163349999999
382,2015-05-25,sow,Greens,Swiss Chard,Bright Lights,,256,0,,60,43.19357560000000,-77.37037290000000
383,2015-05-25,sow,Beets,Red Beets,Boro,,800,0,,25,43.18803790000000,-77.36477330000000
384,2015-05-25,sow,Beets,Golden Beets,Touchstone,,800,0,,26,43.19348680000000,-77.37078300000000
385,2015-05-25,sow,Lettuce,Salanova,Premier Collection,,200,0,,1,43.19309700000000,-77.37057960000000
386,2015-05-26,plant,Beets,Golden Beets,Touchstone,BT3,630,0,,26,43.19310070000000,-77.37055730000000
387,2015-05-26,plant,Beets,Red Beets,Boro,BT3,160,0,,25,43.19310200000000,-77.37052229999999
388,2015-05-26,plant,Beets,Red Beets,Boro,ON5,462,0,,25,43.19310200000000,-77.37052229999999
389,2015-05-26,sow,Cucumbers,Specialty Cuke,Lemon,,72,0,,54,43.19307370000000,-77.37055380000000
390,2015-05-26,sow,Cucumbers,Slicer Cuke,Marketmore 97,,144,0,,52,43.19309030000000,-77.37059980000000
391,2015-05-26,sow,Cucumbers,Slicer Cuke,SV4719CS,,144,0,,51,43.19305800000000,-77.37064180000000
392,2015-05-26,sow,Squash,Zucchini,Elite,,144,0,,47,43.19305930000000,-77.37059960000000
393,2015-05-26,sow,Squash,Zucchini,Spineless Perfection,,144,0,,48,43.19359660000000,-77.37053030000000
394,2015-05-26,sow,Squash,Summer Squash,Multipik,,144,0,,49,43.19309030000000,-77.37056320000000
395,2015-05-27,plant,Squash,Winter Squash,Spaghetti Squash,SQ8,52,0,,134,43.18427700000000,-77.35540180000000
396,2015-05-27,plant,Squash,Winter Squash,Spaghetti Squash,SQ7,9,0,,134,43.18427700000000,-77.35540180000000
397,2015-05-27,plant,Squash,Winter Squash,Sugarbush,SQ7,45,0,,132,43.18427700000000,-77.35540180000000
398,2015-05-27,plant,Squash,Winter Squash,Sugarbush,SQ6,35,0,,132,43.18427700000000,-77.35540180000000
399,2015-05-28,plant,Squash,Winter Squash,Butterscotch PMR,SQ6,17,0,,125,43.18397890000000,-77.35540170000000
400,2015-05-28,plant,Squash,Winter Squash,Butterscotch PMR,SQ5,54,0,,125,43.18397890000000,-77.35540170000000
401,2015-05-28,plant,Squash,Winter Squash,Butterscotch PMR,SQ4,9,0,,125,43.18397890000000,-77.35540170000000
402,2015-05-28,plant,Squash,Winter Squash,Delicata JS,SQ4,50,0,,133,43.18397890000000,-77.35540170000000
409,2015-05-28,harvest,Lettuce,Salanova,Premier Collection,LT2,72,0,,1,43.13901650000000,-77.27243290000000
403,2015-05-30,plant,Pumpkins,Pumpkins,OSC 8878,PP1,50,0,,166,43.13901650000000,-77.27243290000000
404,2015-05-30,plant,Pumpkins,Pumpkins,OSC 8878,PP2,50,0,,166,43.13901650000000,-77.27243290000000
405,2015-05-30,plant,Pumpkins,Pumpkins,OSC 8880,PP3,50,0,,165,43.13901650000000,-77.27243290000000
406,2015-05-30,plant,Pumpkins,Pumpkins,OSC 8880,PP4,50,0,,165,43.13901650000000,-77.27243290000000
407,2015-05-31,sow,Melons,Watermelons,Sorbet Swirl,,50,0,,168,43.19309180000000,-77.37057000000000
408,2015-05-31,sow,Burdock,Cardoons,Porto Spineless,,216,0,,170,43.19309560000000,-77.37056880000000
411,2015-06-01,harvest,Lettuce,Salanova,Premier Collection,LT2,24,0,,1,43.21157050000000,-77.53486650000000
412,2015-06-01,harvest,Lettuce,Green Leaf,Two Star,LT1,36,0,,2,43.20077560000000,-77.54893520000000
413,2015-06-01,harvest,Lettuce,Red Leaf,Vulcan,LT1,36,0,,5,43.18202570000000,-77.54333320000000
414,2015-06-01,harvest,Greens,Asian Greens,Win Win,CO1,3,0,,63,43.13901650000000,-77.27243290000000
415,2015-06-01,harvest,Greens,Asian Greens,Win Win,CO2,3,0,,63,43.13901650000000,-77.27243290000000
416,2015-06-01,harvest,Lettuce,Green Leaf,Two Star,LT1,3,0,,2,43.13901650000000,-77.27243290000000
417,2015-06-01,harvest,Lettuce,Red Leaf,Vulcan,LT1,3,0,,5,43.13901650000000,-77.27243290000000
